country,country_label,poe,state,total_arrivals
MDA,Moldova,LTA Langkawi,Kedah,12
MDA,Moldova,LTA Subang Terminal 3,Selangor,2
MDA,Moldova,LTA Sultan Ismail,Kelantan,3
MDA,Moldova,Padang Besar,Perlis,2
MDA,Moldova,Pelabuhan Klang Utara,Selangor,2
MDA,Moldova,Pelabuhan Tanjung Pelepas,Johor,1
MDA,Moldova,Pos Imigresen Mengkalap,Sarawak,1
MDA,Moldova,Rantau Panjang,Kelantan,2
MDA,Moldova,Sungai Tujuh,Sarawak,5
MDA,Moldova,Tebedu,Sarawak,1
MDA,Moldova,Telaga Harbour Park,Kedah,2
MDA,Moldova,Wang Kelian,Perlis,1
MDA,Moldova,Woodlands Train Checkpoint,Singapore,5
MDG,Madagascar,Bangunan Sultan Iskandar,Johor,72
MDG,Madagascar,Bukit Kayu Hitam,Kedah,7
MDG,Madagascar,Gelang Patah,Johor,112
MDG,Madagascar,ICQS Kudat,Sabah,1
MDG,Madagascar,Jeti Kuah Langkawi,Kedah,3
MDG,Madagascar,LTA Bayan Lepas,Pulau_Pinang,11
MDG,Madagascar,LTA Ipoh,Perak,2
MDG,Madagascar,LTA Kota Kinabalu,Sabah,4
MDG,Madagascar,LTA Kuala Lumpur Terminal 1,Selangor,929
MDG,Madagascar,LTA Kuala Lumpur Terminal 2,Selangor,260
MDG,Madagascar,LTA Kuching,Sarawak,1
MDG,Madagascar,LTA Langkawi,Kedah,10
MDG,Madagascar,Pejabat Imigresen Desaru Coast,Johor,1
MDG,Madagascar,Pelabuhan Tanjung Pelepas,Johor,1
MDG,Madagascar,Stulang Laut,Johor,1
MDG,Madagascar,Tanjung Pengelih,Johor,1
MDG,Madagascar,Wang Kelian,Perlis,1
MDG,Madagascar,Woodlands Train Checkpoint,Singapore,1
MDV,Maldives,Bangunan Sultan Iskandar,Johor,1229
MDV,Maldives,Bukit Kayu Hitam,Kedah,17
MDV,Maldives,Gelang Patah,Johor,2003
MDV,Maldives,Jeti Kuah Langkawi,Kedah,2
MDV,Maldives,Jeti Pasir Gudang,Johor,1
MDV,Maldives,LT Miri,Sarawak,3
MDV,Maldives,LT Sibu,Sarawak,2
MDV,Maldives,LTA Bayan Lepas,Pulau_Pinang,120
MDV,Maldives,LTA Ipoh,Perak,11
MDV,Maldives,LTA Kota Kinabalu,Sabah,22
MDV,Maldives,LTA Kuala Lumpur Terminal 1,Selangor,24160
MDV,Maldives,LTA Kuala Lumpur Terminal 2,Selangor,26841
MDV,Maldives,LTA Kuching,Sarawak,30
MDV,Maldives,LTA Langkawi,Kedah,127
MDV,Maldives,LTA Subang Terminal 3,Selangor,33
MDV,Maldives,LTA Sultan Ismail Senai,Johor,16
MDV,Maldives,Padang Besar,Perlis,13
MDV,Maldives,Pejabat Imigresen Desaru Coast,Johor,1
MDV,Maldives,Pelabuhan Tanjung Pelepas,Johor,1
MDV,Maldives,Pengkalan Hulu (Bukit Berapit),Perak,1
MDV,Maldives,Rantau Panjang,Kelantan,5
MDV,Maldives,Stulang Laut,Johor,14
MDV,Maldives,Telaga Harbour Park,Kedah,3
MDV,Maldives,Wang Kelian,Perlis,4
MDV,Maldives,Woodlands Train Checkpoint,Singapore,41
MEX,Mexico,Bangunan Sultan Iskandar,Johor,1068
MEX,Mexico,Bukit Kayu Hitam,Kedah,49
MEX,Mexico,Dermaga Sandakan,Sabah,1
MEX,Mexico,Dermaga Tawau,Sabah,1
MEX,Mexico,Gelang Patah,Johor,1760
MEX,Mexico,Jeti Kuah Langkawi,Kedah,23
MEX,Mexico,Jeti Pasir Gudang,Johor,1
MEX,Mexico,LT Miri,Sarawak,3
MEX,Mexico,LT Sandakan,Sabah,3
MEX,Mexico,LT Tawau,Sabah,5
MEX,Mexico,LTA Bayan Lepas,Pulau_Pinang,616
MEX,Mexico,LTA Ipoh,Perak,17
MEX,Mexico,LTA Kota Kinabalu,Sabah,83
MEX,Mexico,LTA Kuala Lumpur Terminal 1,Selangor,5475
MEX,Mexico,LTA Kuala Lumpur Terminal 2,Selangor,5552
MEX,Mexico,LTA Kuantan,Pahang,3
MEX,Mexico,LTA Kuching,Sarawak,39
MEX,Mexico,LTA Langkawi,Kedah,86
MEX,Mexico,LTA Subang Terminal 3,Selangor,75
MEX,Mexico,LTA Sultan Ismail Senai,Johor,27
MEX,Mexico,Padang Besar,Perlis,28
MEX,Mexico,Pasir Gudang,Johor,13
MEX,Mexico,Pejabat Imigresen Desaru Coast,Johor,11
MEX,Mexico,Pejabat Imigresen Port Swettenham,Selangor,1
MEX,Mexico,Pelabuhan Klang Barat - KMT,Selangor,36
MEX,Mexico,Pelabuhan Klang Barat - SCT,Selangor,124
MEX,Mexico,Rantau Panjang,Kelantan,5
MEX,Mexico,Roro Labuan,Labuan,1
MEX,Mexico,Stulang Laut,Johor,6
MEX,Mexico,Sungai Tujuh,Sarawak,45
MEX,Mexico,Tanjung Pengelih,Johor,6
MEX,Mexico,Tebedu,Sarawak,2
MEX,Mexico,Tedungan,Sarawak,12
MEX,Mexico,Telaga Harbour Park,Kedah,19
MEX,Mexico,Terminal Feri Puteri Harbour,Johor,5
MEX,Mexico,Wang Kelian,Perlis,15
MEX,Mexico,Woodlands Train Checkpoint,Singapore,36
MHL,Marshall Islands,Bangunan Sultan Iskandar,Johor,8
MHL,Marshall Islands,Gelang Patah,Johor,8
MHL,Marshall Islands,LTA Bayan Lepas,Pulau_Pinang,3
MHL,Marshall Islands,LTA Ipoh,Perak,2
MHL,Marshall Islands,LTA Kota Kinabalu,Sabah,1
MHL,Marshall Islands,LTA Kuala Lumpur Terminal 1,Selangor,39
MHL,Marshall Islands,LTA Kuala Lumpur Terminal 2,Selangor,18
MHL,Marshall Islands,LTA Langkawi,Kedah,1
MHL,Marshall Islands,LTA Sultan Ismail Senai,Johor,2
MKD,Macedonia,Bangunan Sultan Iskandar,Johor,37
MKD,Macedonia,Bukit Kayu Hitam,Kedah,4
MKD,Macedonia,Gelang Patah,Johor,67
MKD,Macedonia,LTA Bayan Lepas,Pulau_Pinang,15
MKD,Macedonia,LTA Ipoh,Perak,2
MKD,Macedonia,LTA Kota Kinabalu,Sabah,4
MKD,Macedonia,LTA Kuala Lumpur Terminal 1,Selangor,487
MKD,Macedonia,LTA Kuala Lumpur Terminal 2,Selangor,181
MKD,Macedonia,LTA Langkawi,Kedah,33
MKD,Macedonia,LTA Subang Terminal 3,Selangor,3
MKD,Macedonia,Sungai Tujuh,Sarawak,17
MKD,Macedonia,Tedungan,Sarawak,2
MKD,Macedonia,Telaga Harbour Park,Kedah,1
MKD,Macedonia,Woodlands Train Checkpoint,Singapore,5
MLI,Mali,Bangunan Sultan Iskandar,Johor,41
MLI,Mali,Gelang Patah,Johor,3
MLI,Mali,LTA Kota Kinabalu,Sabah,1
MLI,Mali,LTA Kuala Lumpur Terminal 1,Selangor,183
MLI,Mali,LTA Kuala Lumpur Terminal 2,Selangor,18
MLI,Mali,LTA Sultan Ismail Senai,Johor,2
MLT,Malta,Bangunan Sultan Iskandar,Johor,75
MLT,Malta,Bukit Kayu Hitam,Kedah,5
MLT,Malta,Dermaga Labuan,Labuan,2
MLT,Malta,Dermaga Tawau,Sabah,1
MLT,Malta,Gelang Patah,Johor,86
MLT,Malta,Jeti Kuah Langkawi,Kedah,8
MLT,Malta,LTA Bayan Lepas,Pulau_Pinang,122
MLT,Malta,LTA Ipoh,Perak,4
MLT,Malta,LTA Kota Kinabalu,Sabah,16
MLT,Malta,LTA Kuala Lumpur Terminal 1,Selangor,606
MLT,Malta,LTA Kuala Lumpur Terminal 2,Selangor,320
MLT,Malta,LTA Kuching,Sarawak,4
MLT,Malta,LTA Langkawi,Kedah,30
MLT,Malta,LTA Subang Terminal 3,Selangor,3
MLT,Malta,LTA Sultan Ismail,Kelantan,1
MLT,Malta,LTA Sultan Ismail Senai,Johor,2
MLT,Malta,Padang Besar,Perlis,6
MLT,Malta,Pandaruan,Sarawak,1
MLT,Malta,Pelabuhan Klang Barat - SCT,Selangor,1
MLT,Malta,Pos Imigresen Mengkalap,Sarawak,4
MLT,Malta,Sungai Tujuh,Sarawak,3
MLT,Malta,Telaga Harbour Park,Kedah,10
MLT,Malta,Wang Kelian,Perlis,2
MLT,Malta,Woodlands Train Checkpoint,Singapore,3
MMR,Myanmar,Bangunan Sultan Iskandar,Johor,54228
MMR,Myanmar,Bukit Kayu Hitam,Kedah,472
MMR,Myanmar,Dermaga Bintulu,Sarawak,1
MMR,Myanmar,Dermaga Labuan,Labuan,18
MMR,Myanmar,Dermaga Sandakan,Sabah,1
MMR,Myanmar,Gelang Patah,Johor,34142
MMR,Myanmar,ICQ Durian Burung,Kedah,3
MMR,Myanmar,Jeti Kuah Langkawi,Kedah,32
MMR,Myanmar,Jeti Kukup,Johor,2
MMR,Myanmar,Jeti Pasir Gudang,Johor,12
MMR,Myanmar,Jeti Port Dickson,Negeri_Sembilan,2
MMR,Myanmar,Jeti Tioman,Pahang,2
MMR,Myanmar,LT Bintulu,Sarawak,52
MMR,Myanmar,LT Miri,Sarawak,85
MMR,Myanmar,LT Sandakan,Sabah,5
MMR,Myanmar,LT Sibu,Sarawak,30
MMR,Myanmar,LT Tawau,Sabah,8
MMR,Myanmar,LTA Bayan Lepas,Pulau_Pinang,4876
MMR,Myanmar,LTA Ipoh,Perak,412
MMR,Myanmar,LTA Kota Kinabalu,Sabah,275
MMR,Myanmar,LTA Kuala Lumpur Terminal 1,Selangor,102274
MMR,Myanmar,LTA Kuala Lumpur Terminal 2,Selangor,51034
MMR,Myanmar,LTA Kuantan,Pahang,35
MMR,Myanmar,LTA Kuching,Sarawak,316
MMR,Myanmar,LTA Langkawi,Kedah,595
MMR,Myanmar,LTA Subang Terminal 3,Selangor,172
MMR,Myanmar,LTA Sultan Ismail,Kelantan,3
MMR,Myanmar,LTA Sultan Ismail Senai,Johor,513
MMR,Myanmar,Padang Besar,Perlis,103
MMR,Myanmar,Pandaruan,Sarawak,35
MMR,Myanmar,Pasir Gudang,Johor,108
MMR,Myanmar,Pejabat Imigresen Desaru Coast,Johor,60
MMR,Myanmar,Pejabat Imigresen Port Swettenham,Selangor,3
MMR,Myanmar,Pelabuhan Kemaman,Terengganu,1
MMR,Myanmar,Pelabuhan Klang Barat - KMT,Selangor,258
MMR,Myanmar,Pelabuhan Klang Barat - SCT,Selangor,481
MMR,Myanmar,Pelabuhan Klang Utara,Selangor,44
MMR,Myanmar,Pelabuhan Kuantan,Pahang,8
MMR,Myanmar,Pelabuhan Tanjung Pelepas,Johor,496
MMR,Myanmar,Pengkalan Hulu (Bukit Berapit),Perak,11
MMR,Myanmar,Pengkalan Kubur,Kelantan,3
MMR,Myanmar,Pos Imigresen Bukit Bunga,Kelantan,1
MMR,Myanmar,Pos Imigresen Mengkalap,Sarawak,103
MMR,Myanmar,Rantau Panjang,Kelantan,36
MMR,Myanmar,Stulang Laut,Johor,45
MMR,Myanmar,Sungai Tujuh,Sarawak,612
MMR,Myanmar,Tanjung Belungkor,Johor,13
MMR,Myanmar,Tanjung Pengelih,Johor,74
MMR,Myanmar,Tebedu,Sarawak,9
MMR,Myanmar,Tedungan,Sarawak,120
MMR,Myanmar,Telaga Harbour Park,Kedah,3
MMR,Myanmar,Terminal Feri Minyak Beku,Johor,1
MMR,Myanmar,Terminal Feri Puteri Harbour,Johor,19
MMR,Myanmar,Wang Kelian,Perlis,10
MMR,Myanmar,Woodlands Train Checkpoint,Singapore,1954
MNE,Montenegro,Bangunan Sultan Iskandar,Johor,4
MNE,Montenegro,Gelang Patah,Johor,7
MNE,Montenegro,LT Bintulu,Sarawak,3
MNE,Montenegro,LTA Bayan Lepas,Pulau_Pinang,1
MNE,Montenegro,LTA Kota Kinabalu,Sabah,4
MNE,Montenegro,LTA Kuala Lumpur Terminal 1,Selangor,281
MNE,Montenegro,LTA Kuala Lumpur Terminal 2,Selangor,47
MNE,Montenegro,LTA Langkawi,Kedah,1
MNE,Montenegro,LTA Subang Terminal 3,Selangor,3
MNE,Montenegro,Pasir Gudang,Johor,2
MNE,Montenegro,Pelabuhan Klang Barat - KMT,Selangor,5
MNE,Montenegro,Pelabuhan Tanjung Pelepas,Johor,44
MNG,Mongolia,Bangunan Sultan Iskandar,Johor,1332
MNG,Mongolia,Bukit Kayu Hitam,Kedah,108
MNG,Mongolia,Gelang Patah,Johor,1720
MNG,Mongolia,Jeti Kuah Langkawi,Kedah,3
MNG,Mongolia,LT Tawau,Sabah,1
MNG,Mongolia,LTA Bayan Lepas,Pulau_Pinang,196
MNG,Mongolia,LTA Ipoh,Perak,6
MNG,Mongolia,LTA Kota Kinabalu,Sabah,109
MNG,Mongolia,LTA Kuala Lumpur Terminal 1,Selangor,3945
MNG,Mongolia,LTA Kuala Lumpur Terminal 2,Selangor,2568
MNG,Mongolia,LTA Kuching,Sarawak,8
MNG,Mongolia,LTA Langkawi,Kedah,46
MNG,Mongolia,LTA Subang Terminal 3,Selangor,28
MNG,Mongolia,LTA Sultan Ismail Senai,Johor,54
MNG,Mongolia,Padang Besar,Perlis,66
MNG,Mongolia,Pandaruan,Sarawak,1
MNG,Mongolia,Pejabat Imigresen Desaru Coast,Johor,7
MNG,Mongolia,Pelabuhan Klang Barat - KMT,Selangor,3
MNG,Mongolia,Pelabuhan Klang Barat - SCT,Selangor,7
MNG,Mongolia,Pengkalan Hulu (Bukit Berapit),Perak,2
MNG,Mongolia,Pengkalan Kubur,Kelantan,2
MNG,Mongolia,Pos Imigresen Mengkalap,Sarawak,1
MNG,Mongolia,Rantau Panjang,Kelantan,8
MNG,Mongolia,Sungai Tujuh,Sarawak,3
MNG,Mongolia,Tanjung Pengelih,Johor,4
MNG,Mongolia,Tedungan,Sarawak,1
MNG,Mongolia,Telaga Harbour Park,Kedah,12
MNG,Mongolia,Terminal Feri Puteri Harbour,Johor,9
MNG,Mongolia,Wang Kelian,Perlis,23
MNG,Mongolia,Woodlands Train Checkpoint,Singapore,54
MNP,Northern Mariana Islands,LTA Kuala Lumpur Terminal 1,Selangor,3
MOZ,Mozambique,Bangunan Sultan Iskandar,Johor,1
MOZ,Mozambique,Gelang Patah,Johor,15
MOZ,Mozambique,LT Miri,Sarawak,2
MOZ,Mozambique,LTA Bayan Lepas,Pulau_Pinang,6
MOZ,Mozambique,LTA Ipoh,Perak,1
MOZ,Mozambique,LTA Kota Kinabalu,Sabah,1
MOZ,Mozambique,LTA Kuala Lumpur Terminal 1,Selangor,544
MOZ,Mozambique,LTA Kuala Lumpur Terminal 2,Selangor,76
MOZ,Mozambique,LTA Kuching,Sarawak,1
MOZ,Mozambique,LTA Langkawi,Kedah,14
MOZ,Mozambique,Pelabuhan Klang Barat - KMT,Selangor,4
MOZ,Mozambique,Pelabuhan Klang Barat - SCT,Selangor,4
MRT,Mauritania,Bangunan Sultan Iskandar,Johor,24
MRT,Mauritania,Bukit Kayu Hitam,Kedah,3
MRT,Mauritania,Gelang Patah,Johor,19
MRT,Mauritania,LT Miri,Sarawak,1
MRT,Mauritania,LTA Bayan Lepas,Pulau_Pinang,1
MRT,Mauritania,LTA Kota Kinabalu,Sabah,1
MRT,Mauritania,LTA Kuala Lumpur Terminal 1,Selangor,448
MRT,Mauritania,LTA Kuala Lumpur Terminal 2,Selangor,57
MRT,Mauritania,Sungai Tujuh,Sarawak,5
MRT,Mauritania,Woodlands Train Checkpoint,Singapore,1
MUS,Mauritius,Bangunan Sultan Iskandar,Johor,1101
MUS,Mauritius,Bukit Kayu Hitam,Kedah,63
MUS,Mauritius,Gelang Patah,Johor,1894
MUS,Mauritius,Jeti Kuah Langkawi,Kedah,1
MUS,Mauritius,LT Miri,Sarawak,5
MUS,Mauritius,LT Sibu,Sarawak,2
MUS,Mauritius,LT Tawau,Sabah,1
MUS,Mauritius,LTA Bayan Lepas,Pulau_Pinang,154
MUS,Mauritius,LTA Ipoh,Perak,17
MUS,Mauritius,LTA Kota Kinabalu,Sabah,23
MUS,Mauritius,LTA Kuala Lumpur Terminal 1,Selangor,20496
MUS,Mauritius,LTA Kuala Lumpur Terminal 2,Selangor,4202
MUS,Mauritius,LTA Kuantan,Pahang,1
MUS,Mauritius,LTA Kuching,Sarawak,7
MUS,Mauritius,LTA Langkawi,Kedah,35
MUS,Mauritius,LTA Subang Terminal 3,Selangor,41
MUS,Mauritius,LTA Sultan Ismail Senai,Johor,6
MUS,Mauritius,Padang Besar,Perlis,22
MUS,Mauritius,Pejabat Imigresen Desaru Coast,Johor,15
MUS,Mauritius,Pelabuhan Klang Barat - KMT,Selangor,43
MUS,Mauritius,Pelabuhan Klang Barat - SCT,Selangor,25
MUS,Mauritius,Pengkalan Hulu (Bukit Berapit),Perak,6
MUS,Mauritius,Pos Imigresen Mengkalap,Sarawak,1
MUS,Mauritius,Rantau Panjang,Kelantan,2
MUS,Mauritius,Sungai Tujuh,Sarawak,5
MUS,Mauritius,Tanjung Pengelih,Johor,9
MUS,Mauritius,Telaga Harbour Park,Kedah,4
MUS,Mauritius,Wang Kelian,Perlis,6
MUS,Mauritius,Woodlands Train Checkpoint,Singapore,64
MWI,Malawi,Bangunan Sultan Iskandar,Johor,18
MWI,Malawi,Gelang Patah,Johor,11
MWI,Malawi,LT Miri,Sarawak,1
MWI,Malawi,LTA Bayan Lepas,Pulau_Pinang,4
MWI,Malawi,LTA Kota Kinabalu,Sabah,1
MWI,Malawi,LTA Kuala Lumpur Terminal 1,Selangor,392
MWI,Malawi,LTA Kuala Lumpur Terminal 2,Selangor,59
MWI,Malawi,Sungai Tujuh,Sarawak,5
MYT,Mayotte,LTA Kuala Lumpur Terminal 1,Selangor,1
MYT,Mayotte,LTA Kuala Lumpur Terminal 2,Selangor,1
NAM,Namibia,Bangunan Sultan Iskandar,Johor,10
NAM,Namibia,Bukit Kayu Hitam,Kedah,1
NAM,Namibia,Gelang Patah,Johor,37
NAM,Namibia,LTA Bayan Lepas,Pulau_Pinang,7
NAM,Namibia,LTA Ipoh,Perak,7
NAM,Namibia,LTA Kota Kinabalu,Sabah,1
NAM,Namibia,LTA Kuala Lumpur Terminal 1,Selangor,362
NAM,Namibia,LTA Kuala Lumpur Terminal 2,Selangor,56
NAM,Namibia,LTA Kuching,Sarawak,3
NAM,Namibia,LTA Langkawi,Kedah,2
NAM,Namibia,LTA Sultan Ismail Senai,Johor,1
NAM,Namibia,Padang Besar,Perlis,2
NAM,Namibia,Pelabuhan Klang Barat - SCT,Selangor,2
NAM,Namibia,Telaga Harbour Park,Kedah,1
NAM,Namibia,Wang Kelian,Perlis,1
NCL,New Caledonia,LTA Kuala Lumpur Terminal 1,Selangor,1
NER,Niger,Bangunan Sultan Iskandar,Johor,2
NER,Niger,Gelang Patah,Johor,1
NER,Niger,LTA Kota Kinabalu,Sabah,1
NER,Niger,LTA Kuala Lumpur Terminal 1,Selangor,47
NER,Niger,LTA Kuala Lumpur Terminal 2,Selangor,21
NGA,Nigeria,Bangunan Sultan Iskandar,Johor,337
NGA,Nigeria,Biawak,Sarawak,1
NGA,Nigeria,Bukit Kayu Hitam,Kedah,8
NGA,Nigeria,Gelang Patah,Johor,236
NGA,Nigeria,LT Bintulu,Sarawak,1
NGA,Nigeria,LT Miri,Sarawak,10
NGA,Nigeria,LTA Bayan Lepas,Pulau_Pinang,68
NGA,Nigeria,LTA Kota Kinabalu,Sabah,6
NGA,Nigeria,LTA Kuala Lumpur Terminal 1,Selangor,10598
NGA,Nigeria,LTA Kuala Lumpur Terminal 2,Selangor,777
NGA,Nigeria,LTA Kuching,Sarawak,36
NGA,Nigeria,LTA Langkawi,Kedah,18
NGA,Nigeria,LTA Subang Terminal 3,Selangor,6
NGA,Nigeria,LTA Sultan Ismail Senai,Johor,3
NGA,Nigeria,Padang Besar,Perlis,2
NGA,Nigeria,Pelabuhan Klang Barat - KMT,Selangor,4
NGA,Nigeria,Pelabuhan Klang Barat - SCT,Selangor,5
NGA,Nigeria,Pelabuhan Tanjung Pelepas,Johor,5
NGA,Nigeria,Sungai Tujuh,Sarawak,93
NGA,Nigeria,Tedungan,Sarawak,10
NGA,Nigeria,Wang Kelian,Perlis,1
NGA,Nigeria,Woodlands Train Checkpoint,Singapore,34
NIC,Nicaragua,Bangunan Sultan Iskandar,Johor,13
NIC,Nicaragua,Bukit Kayu Hitam,Kedah,3
NIC,Nicaragua,Gelang Patah,Johor,12
NIC,Nicaragua,LTA Bayan Lepas,Pulau_Pinang,6
NIC,Nicaragua,LTA Kota Kinabalu,Sabah,2
NIC,Nicaragua,LTA Kuala Lumpur Terminal 1,Selangor,85
NIC,Nicaragua,LTA Kuala Lumpur Terminal 2,Selangor,40
NIC,Nicaragua,LTA Langkawi,Kedah,4
NIC,Nicaragua,LTA Subang Terminal 3,Selangor,2
NIC,Nicaragua,LTA Sultan Ismail Senai,Johor,1
NIC,Nicaragua,Pejabat Imigresen Desaru Coast,Johor,1
NIC,Nicaragua,Telaga Harbour Park,Kedah,1
NLD,Netherlands,Bangunan Sultan Iskandar,Johor,8861
NLD,Netherlands,Biawak,Sarawak,28
NLD,Netherlands,Bukit Kayu Hitam,Kedah,1185
NLD,Netherlands,Dermaga Kota Kinabalu,Sabah,2
NLD,Netherlands,Dermaga Labuan,Labuan,60
NLD,Netherlands,Dermaga Tawau,Sabah,14
NLD,Netherlands,Gelang Patah,Johor,11713
NLD,Netherlands,ICQ Durian Burung,Kedah,1
NLD,Netherlands,ICQS Kudat,Sabah,1
NLD,Netherlands,Jeti Kuah Langkawi,Kedah,1375
NLD,Netherlands,Jeti Kuala Perlis,Perlis,1
NLD,Netherlands,Jeti Pasir Gudang,Johor,13
NLD,Netherlands,Jeti Port Dickson,Negeri_Sembilan,16
NLD,Netherlands,Jeti Tioman,Pahang,7
NLD,Netherlands,LT Batu Berendam,Melaka,2
NLD,Netherlands,LT Bintulu,Sarawak,9
NLD,Netherlands,LT Miri,Sarawak,183
NLD,Netherlands,LT Sandakan,Sabah,68
NLD,Netherlands,LT Sibu,Sarawak,1
NLD,Netherlands,LT Tawau,Sabah,16
NLD,Netherlands,LTA Bayan Lepas,Pulau_Pinang,4797
NLD,Netherlands,LTA Ipoh,Perak,224
NLD,Netherlands,LTA Kota Kinabalu,Sabah,1355
NLD,Netherlands,LTA Kuala Lumpur Terminal 1,Selangor,63093
NLD,Netherlands,LTA Kuala Lumpur Terminal 2,Selangor,26598
NLD,Netherlands,LTA Kuala Terengganu,Terengganu,2
NLD,Netherlands,LTA Kuantan,Pahang,22
NLD,Netherlands,LTA Kuching,Sarawak,1052
NLD,Netherlands,LTA Langkawi,Kedah,1757
NLD,Netherlands,LTA Subang Terminal 3,Selangor,568
NLD,Netherlands,LTA Sultan Ismail,Kelantan,9
NLD,Netherlands,LTA Sultan Ismail Senai,Johor,174
NLD,Netherlands,Lubok Antu,Sarawak,4
NLD,Netherlands,Lumut,Perak,2
NLD,Netherlands,Padang Besar,Perlis,583
NLD,Netherlands,Pandaruan,Sarawak,44
NLD,Netherlands,Pasir Gudang,Johor,19
NLD,Netherlands,Pejabat Imigresen Desaru Coast,Johor,112
NLD,Netherlands,Pejabat Imigresen Port Swettenham,Selangor,12
NLD,Netherlands,Pelabuhan Klang Barat - KMT,Selangor,43
NLD,Netherlands,Pelabuhan Klang Barat - SCT,Selangor,202
NLD,Netherlands,Pelabuhan Klang Utara,Selangor,19
NLD,Netherlands,Pelabuhan Kuantan,Pahang,1
NLD,Netherlands,Pelabuhan Melaka,Melaka,35
NLD,Netherlands,Pelabuhan Tanjung Pelepas,Johor,29
NLD,Netherlands,Pengkalan Hulu (Bukit Berapit),Perak,54
NLD,Netherlands,Pengkalan Kubur,Kelantan,18
NLD,Netherlands,Pos Imigresen Mengkalap,Sarawak,151
NLD,Netherlands,Rantau Panjang,Kelantan,71
NLD,Netherlands,Roro Labuan,Labuan,12
NLD,Netherlands,Stulang Laut,Johor,85
NLD,Netherlands,Sungai Tujuh,Sarawak,1362
NLD,Netherlands,Tanjung Belungkor,Johor,23
NLD,Netherlands,Tanjung Pengelih,Johor,46
NLD,Netherlands,Tebedu,Sarawak,143
NLD,Netherlands,Tedungan,Sarawak,63
NLD,Netherlands,Telaga Harbour Park,Kedah,1547
NLD,Netherlands,Terminal Feri Puteri Harbour,Johor,53
NLD,Netherlands,Wang Kelian,Perlis,232
NLD,Netherlands,Woodlands Train Checkpoint,Singapore,392
NOR,Norway,Bangunan Sultan Iskandar,Johor,1426
NOR,Norway,Biawak,Sarawak,1
NOR,Norway,Bukit Kayu Hitam,Kedah,174
NOR,Norway,Dermaga Bintulu,Sarawak,1
NOR,Norway,Dermaga Labuan,Labuan,17
NOR,Norway,Dermaga Sandakan,Sabah,1
NOR,Norway,Dermaga Tawau,Sabah,1
NOR,Norway,Gelang Patah,Johor,1928
NOR,Norway,ICQS Kudat,Sabah,4
NOR,Norway,Jeti Kuah Langkawi,Kedah,233
NOR,Norway,Jeti Pasir Gudang,Johor,3
NOR,Norway,LT Bintulu,Sarawak,3
NOR,Norway,LT Miri,Sarawak,34
NOR,Norway,LT Sandakan,Sabah,6
NOR,Norway,LT Sibu,Sarawak,3
NOR,Norway,LT Tawau,Sabah,2
NOR,Norway,LTA Bayan Lepas,Pulau_Pinang,681
NOR,Norway,LTA Ipoh,Perak,22
NOR,Norway,LTA Kota Kinabalu,Sabah,199
NOR,Norway,LTA Kuala Lumpur Terminal 1,Selangor,9816
NOR,Norway,LTA Kuala Lumpur Terminal 2,Selangor,4675
NOR,Norway,LTA Kuantan,Pahang,5
NOR,Norway,LTA Kuching,Sarawak,104
NOR,Norway,LTA Langkawi,Kedah,567
NOR,Norway,LTA Subang Terminal 3,Selangor,128
NOR,Norway,LTA Sultan Ismail Senai,Johor,23
NOR,Norway,Padang Besar,Perlis,112
NOR,Norway,Pandaruan,Sarawak,1
NOR,Norway,Pasir Gudang,Johor,9
NOR,Norway,Pejabat Imigresen Desaru Coast,Johor,38
NOR,Norway,Pejabat Imigresen Port Swettenham,Selangor,1
NOR,Norway,Pelabuhan Klang Barat - KMT,Selangor,6
NOR,Norway,Pelabuhan Klang Barat - SCT,Selangor,9
NOR,Norway,Pelabuhan Klang Utara,Selangor,1
NOR,Norway,Pelabuhan Melaka,Melaka,1
NOR,Norway,Pelabuhan Tanjung Pelepas,Johor,2
NOR,Norway,Pengkalan Hulu (Bukit Berapit),Perak,4
NOR,Norway,Pengkalan Kubur,Kelantan,3
NOR,Norway,Pos Imigresen Mengkalap,Sarawak,19
NOR,Norway,Pos Kawalan Imigresen Muar,Johor,1
NOR,Norway,Rantau Panjang,Kelantan,29
NOR,Norway,Roro Labuan,Labuan,2
NOR,Norway,Stulang Laut,Johor,26
NOR,Norway,Sungai Tujuh,Sarawak,218
NOR,Norway,Tanjung Belungkor,Johor,7
NOR,Norway,Tanjung Pengelih,Johor,4
NOR,Norway,Tebedu,Sarawak,2
NOR,Norway,Tedungan,Sarawak,6
NOR,Norway,Telaga Harbour Park,Kedah,348
NOR,Norway,Terminal Feri Puteri Harbour,Johor,4
NOR,Norway,Wang Kelian,Perlis,82
NOR,Norway,Woodlands Train Checkpoint,Singapore,41
NPL,Nepal,Bangunan Sultan Iskandar,Johor,5863
NPL,Nepal,Bukit Kayu Hitam,Kedah,102
NPL,Nepal,Dermaga Labuan,Labuan,873
NPL,Nepal,Gelang Patah,Johor,8428
NPL,Nepal,Jeti Kukup,Johor,1
NPL,Nepal,Jeti Pasir Gudang,Johor,11
NPL,Nepal,LT Bintulu,Sarawak,12
NPL,Nepal,LT Miri,Sarawak,164
NPL,Nepal,LT Tawau,Sabah,3
NPL,Nepal,LTA Bayan Lepas,Pulau_Pinang,615
NPL,Nepal,LTA Ipoh,Perak,3
NPL,Nepal,LTA Kota Kinabalu,Sabah,151
