country,poe,state,Total_Arrivals
HKG,Wang Kelian,Perlis,4
BRN,LTA Sultan Ismail,Kelantan,4
MAR,Tanjung Pengelih,Johor,4
MDG,LTA Kota Kinabalu,Sabah,4
HND,LTA Kota Kinabalu,Sabah,4
ARG,Dermaga Labuan,Labuan,4
SVK,Tedungan,Sarawak,4
CRI,Padang Besar,Perlis,4
MKD,Bukit Kayu Hitam,Kedah,4
HRV,LT Bintulu,Sarawak,4
HRV,LTA Ipoh,Perak,4
SVK,Pengkalan Kubur,Kelantan,4
ARG,LTA Sultan Ismail,Kelantan,4
ARG,Pelabuhan Melaka,Melaka,4
USA,LTA Kuala Terengganu,Terengganu,4
HRV,Padang Besar,Perlis,4
SUR,LTA Subang Terminal 3,Selangor,4
ARG,Terminal Feri Puteri Harbour,Johor,4
HTI,Bangunan Sultan Iskandar,Johor,4
GMB,LTA Kota Kinabalu,Sabah,4
NPL,Wang Kelian,Perlis,4
KOR,Pejabat Imigresen Port Swettenham,Selangor,4
DNK,Tebedu,Sarawak,4
KOR,Pengkalan Kubur,Kelantan,4
KHM,Pos Imigresen Mengkalap,Sarawak,4
KHM,Telaga Harbour Park,Kedah,4
KIR,Bangunan Sultan Iskandar,Johor,4
MAR,Tedungan,Sarawak,4
MLT,LTA Ipoh,Perak,4
MLT,LTA Kuching,Sarawak,4
CIV,LTA Bayan Lepas,Pulau_Pinang,4
MKD,LTA Kota Kinabalu,Sabah,4
MAR,LTA Kuantan,Pahang,4
ATG,LTA Bayan Lepas,Pulau_Pinang,4
SOM,Gelang Patah,Johor,4
BRA,Pengkalan Hulu (Bukit Berapit),Perak,4
BRA,LT Tawau,Sabah,4
KHM,Pejabat Imigresen Desaru Coast,Johor,4
DZA,Pejabat Imigresen Desaru Coast,Johor,4
GEO,Jeti Kuah Langkawi,Kedah,4
ZAF,Pelabuhan Melaka,Melaka,4
ZAF,Pengkalan Hulu (Bukit Berapit),Perak,4
ZAF,Pengkalan Kubur,Kelantan,4
ATG,Woodlands Train Checkpoint,Singapore,4
HUN,Tebedu,Sarawak,4
TUR,Tanjung Pengelih,Johor,4
MLT,Pos Imigresen Mengkalap,Sarawak,4
SLB,LTA Bayan Lepas,Pulau_Pinang,4
GBR,Pelabuhan Klang Selatan - Jeti,Selangor,4
UZB,Pengkalan Hulu (Bukit Berapit),Perak,4
IDN,ICQS Kudat,Sabah,4
IDN,Jeti Kuala Perlis,Perlis,4
NPL,Pasir Gudang,Johor,4
PAK,Pasir Gudang,Johor,4
MAR,Jeti Pasir Gudang,Johor,4
AUS,Pos Imigresen Bukit Bunga,Kelantan,4
UZB,Woodlands Train Checkpoint,Singapore,4
GBR,LT Labuan,Labuan,4
VNM,Pos Kawalan Imigresen Muar,Johor,4
LVA,Rantau Panjang,Kelantan,4
LVA,Tedungan,Sarawak,4
MAC,Gelang Patah,Johor,4
LVA,LTA Ipoh,Perak,4
IND,Dermaga Bintulu,Sarawak,4
FRA,Lubok Antu,Sarawak,4
IDN,Sebana Resort Desaru,Johor,4
AUT,Tanjung Pengelih,Johor,4
AUT,LTA Sultan Ismail,Kelantan,4
XXX,Wang Kelian,Perlis,4
TON,LTA Subang Terminal 3,Selangor,4
FRA,LT Batu Berendam,Melaka,4
FRA,LTA Kuala Terengganu,Terengganu,4
AUT,Pengkalan Hulu (Bukit Berapit),Perak,4
IND,LTA Sultan Ismail,Kelantan,4
FRA,Biawak,Sarawak,4
SGP,Dermaga Kota Kinabalu,Sabah,4
AZE,LTA Subang Terminal 3,Selangor,4
IND,Pelabuhan Kemaman,Terengganu,4
CYP,LT Sandakan,Sabah,4
CHL,LTA Ipoh,Perak,4
CHL,LTA Kuantan,Pahang,4
FJI,Padang Besar,Perlis,4
FJI,Pejabat Imigresen Desaru Coast,Johor,4
UGA,LTA Langkawi,Kedah,4
KWT,Pengkalan Kubur,Kelantan,4
KWT,Pos Imigresen Mengkalap,Sarawak,4
KWT,Stulang Laut,Johor,4
SDN,Padang Besar,Perlis,4
SDN,Roro Labuan,Labuan,4
SDN,LTA Kota Kinabalu,Sabah,4
SAU,Pelabuhan Klang Barat - KMT,Selangor,4
FIN,Tebedu,Sarawak,4
BEL,Jeti Port Dickson,Negeri_Sembilan,4
VCT,Sungai Tujuh,Sarawak,4
URY,Padang Besar,Perlis,4
MNE,Bangunan Sultan Iskandar,Johor,4
MNE,LTA Kota Kinabalu,Sabah,4
LUX,Wang Kelian,Perlis,4
FIN,Pasir Gudang,Johor,4
KGZ,Jeti Kuah Langkawi,Kedah,4
PAN,LTA Langkawi,Kedah,4
PAN,Pejabat Imigresen Port Swettenham,Selangor,4
KGZ,Wang Kelian,Perlis,4
LUX,LTA Kuching,Sarawak,4
MNG,Tanjung Pengelih,Johor,4
VEN,LT Miri,Sarawak,4
FIN,Jeti Tioman,Pahang,4
RWA,Bangunan Sultan Iskandar,Johor,4
SAU,Biawak,Sarawak,4
CYP,Pelabuhan Klang Barat - SCT,Selangor,4
CYP,Pelabuhan Tanjung Pelepas,Johor,4
MOZ,Pelabuhan Klang Barat - KMT,Selangor,4
MOZ,Pelabuhan Klang Barat - SCT,Selangor,4
CHL,Pejabat Imigresen Desaru Coast,Johor,4
IRL,Tanjung Lembung,Kedah,4
BEN,LTA Subang Terminal 3,Selangor,4
NOR,Pengkalan Hulu (Bukit Berapit),Perak,4
NOR,Tanjung Pengelih,Johor,4
PER,Wang Kelian,Perlis,4
PHL,Dermaga Bintulu,Sarawak,4
WSM,Pelabuhan Tanjung Pelepas,Johor,4
RUS,Jeti Pasir Gudang,Johor,4
RUS,Jeti Port Dickson,Negeri_Sembilan,4
BGD,Jeti Kuah Langkawi,Kedah,4
IRQ,Tedungan,Sarawak,4
IRN,Telaga Harbour Park,Kedah,4
MUS,Telaga Harbour Park,Kedah,4
IRQ,Jeti Pasir Gudang,Johor,4
ROU,Tanjung Pengelih,Johor,4
EGY,Pejabat Imigresen Desaru Coast,Johor,4
PER,Pelabuhan Tanjung Pelepas,Johor,4
PER,Sungai Tujuh,Sarawak,4
PER,Tanjung Pengelih,Johor,4
KWT,LTA Kota Kinabalu,Sabah,4
BWA,LTA Bayan Lepas,Pulau_Pinang,4
URY,Bukit Kayu Hitam,Kedah,4
URY,Dermaga Labuan,Labuan,4
URY,Jeti Kuah Langkawi,Kedah,4
IRQ,LTA Subang Terminal 3,Selangor,4
IRQ,Pelabuhan Melaka,Melaka,4
IRQ,Pos Imigresen Mengkalap,Sarawak,4
ROU,Roro Labuan,Labuan,4
TUR,LT Sibu,Sarawak,4
MWI,LTA Bayan Lepas,Pulau_Pinang,4
CZE,Pelabuhan Tanjung Pelepas,Johor,4
ROU,LT Bintulu,Sarawak,4
ROU,LT Tawau,Sabah,4
ROU,LTA Sultan Ismail,Kelantan,4
KAZ,Pengkalan Kubur,Kelantan,4
KAZ,Stulang Laut,Johor,4
BLR,LTA Ipoh,Perak,4
ITA,Biawak,Sarawak,4
ITA,Dermaga Kota Kinabalu,Sabah,4
EST,Pandaruan,Sarawak,4
BGD,Tebedu,Sarawak,4
PSE,Telaga Harbour Park,Kedah,4
NGA,Pelabuhan Klang Barat - KMT,Selangor,4
NIC,LTA Langkawi,Kedah,4
ITA,Pelabuhan Kuching,Sarawak,4
ITA,Pelabuhan Tanjung Pelepas,Johor,4
LBY,Tedungan,Sarawak,4
BLR,Pejabat Imigresen Desaru Coast,Johor,4
KAZ,Dermaga Labuan,Labuan,4
LKA,Jeti Kuah Langkawi,Kedah,4
LKA,Jeti Pasir Gudang,Johor,4
ITA,Pos Imigresen Bukit Bunga,Kelantan,4
PRT,LT Sibu,Sarawak,4
PRT,LT Tawau,Sabah,4
BHR,LT Miri,Sarawak,4
DEU,Pasir Gudang,Johor,4
TUN,Pelabuhan Melaka,Melaka,4
YEM,Pengkalan Hulu (Bukit Berapit),Perak,4
JAM,Sungai Tujuh,Sarawak,4
JOR,Rantau Panjang,Kelantan,4
UKR,Pejabat Imigresen Port Swettenham,Selangor,4
BGR,Sungai Tujuh,Sarawak,4
BGR,Tedungan,Sarawak,4
JPN,Jeti Kukup,Johor,4
DMA,LTA Subang Terminal 3,Selangor,4
DMA,Pos Imigresen Mengkalap,Sarawak,4
NOR,Terminal Feri Puteri Harbour,Johor,4
NOR,ICQS Kudat,Sabah,4
JPN,LT Labuan,Labuan,4
ESP,Jeti Port Dickson,Negeri_Sembilan,4
POL,Lubok Antu,Sarawak,4
NLD,Lubok Antu,Sarawak,4
CAN,Lumut,Perak,4
TZA,Pos Imigresen Mengkalap,Sarawak,4
VEN,Pejabat Imigresen Port Swettenham,Selangor,4
ERI,Gelang Patah,Johor,4
YEM,Pandaruan,Sarawak,4
YEM,Pelabuhan Klang Barat - SCT,Selangor,4
YEM,Pelabuhan Tanjung Pelepas,Johor,4
PNG,LTA Langkawi,Kedah,4
EGY,Pengkalan Hulu (Bukit Berapit),Perak,4
BIH,Bukit Kayu Hitam,Kedah,4
BHR,LTA Subang Terminal 3,Selangor,4
YEM,LTA Ipoh,Perak,4
JPN,Pasir Gudang,Johor,4
PNG,LTA Ipoh,Perak,4
COL,LTA Sultan Ismail Senai,Johor,4
SYR,Dermaga Labuan,Labuan,4
GRC,Linggi,Melaka,4
SYR,LTA Sultan Ismail Senai,Johor,4
ALB,LTA Kota Kinabalu,Sabah,4
AFG,Padang Besar,Perlis,3
ZMB,LTA Kota Kinabalu,Sabah,3
AFG,Sungai Tujuh,Sarawak,3
ALB,Padang Besar,Perlis,3
AGO,Gelang Patah,Johor,3
DOM,Woodlands Train Checkpoint,Singapore,3
DZA,Dermaga Tawau,Sabah,3
DZA,LT Miri,Sarawak,3
KNA,Pelabuhan Klang Barat - SCT,Selangor,3
DJI,Bangunan Sultan Iskandar,Johor,3
JPN,LTA Sultan Ismail,Kelantan,3
ALB,Pelabuhan Tanjung Pelepas,Johor,3
SYR,Tedungan,Sarawak,3
TCD,LTA Langkawi,Kedah,3
SWE,Jeti Tioman,Pahang,3
COM,LTA Langkawi,Kedah,3
CPV,Gelang Patah,Johor,3
MEX,LTA Kuantan,Pahang,3
COL,Jeti Kuah Langkawi,Kedah,3
COL,LT Miri,Sarawak,3
TWN,ICQ Durian Burung,Kedah,3
SVN,Wang Kelian,Perlis,3
SVN,Woodlands Train Checkpoint,Singapore,3
SWE,Biawak,Sarawak,3
ARE,LTA Kota Kinabalu,Sabah,3
ARE,Pejabat Imigresen Desaru Coast,Johor,3
SWE,ICQS Kudat,Sabah,3
TGO,LTA Ipoh,Perak,3
HKG,LT Sandakan,Sabah,3
HKG,LT Sibu,Sarawak,3
PHL,Tanjung Lembung,Kedah,3
BHS,LTA Langkawi,Kedah,3
BIH,Padang Besar,Perlis,3
EGY,LT Tawau,Sabah,3
EGY,Pasir Gudang,Johor,3
ESP,Biawak,Sarawak,3
LAO,Telaga Harbour Park,Kedah,3
OMN,Terminal Feri Puteri Harbour,Johor,3
NZL,LTA Sultan Ismail,Kelantan,3
NZL,Pelabuhan Kemaman,Terengganu,3
BRN,Pejabat Imigresen Desaru Coast,Johor,3
DOM,LTA Langkawi,Kedah,3
BRB,LTA Bayan Lepas,Pulau_Pinang,3
UGA,Sungai Tujuh,Sarawak,3
TZA,Sungai Tujuh,Sarawak,3
VEN,LTA Kuching,Sarawak,3
PNG,Pelabuhan Klang Barat - SCT,Selangor,3
PNG,Tedungan,Sarawak,3
NOR,LT Sibu,Sarawak,3
PHL,Pos Imigresen Bukit Bunga,Kelantan,3
TWN,Jeti Port Dickson,Negeri_Sembilan,3
MEX,LT Miri,Sarawak,3
MEX,LT Sandakan,Sabah,3
HND,LTA Kuching,Sarawak,3
HND,LTA Langkawi,Kedah,3
ESP,Jeti Pasir Gudang,Johor,3
POL,Tanjung Lembung,Kedah,3
POL,Dermaga Kota Kinabalu,Sabah,3
DEU,Pelabuhan Kuching,Sarawak,3
CAN,Pasir Gudang,Johor,3
CAN,Pejabat Imigresen Port Swettenham,Selangor,3
ARE,Sungai Tujuh,Sarawak,3
SVN,Pelabuhan Klang Barat - KMT,Selangor,3
SVK,Stulang Laut,Johor,3
SVN,LT Sandakan,Sabah,3
CRI,LTA Ipoh,Perak,3
CRI,LTA Kuching,Sarawak,3
MHL,LTA Bayan Lepas,Pulau_Pinang,3
MDA,LTA Sultan Ismail,Kelantan,3
HRV,Stulang Laut,Johor,3
HRV,Jeti Tioman,Pahang,3
SVK,LT Sandakan,Sabah,3
DMA,LTA Langkawi,Kedah,3
DMA,Sungai Tujuh,Sarawak,3
NOR,Jeti Pasir Gudang,Johor,3
NOR,LT Bintulu,Sarawak,3
BIH,Stulang Laut,Johor,3
TZA,Bukit Kayu Hitam,Kedah,3
HRV,Pandaruan,Sarawak,3
SUR,Pejabat Imigresen Desaru Coast,Johor,3
ARG,Tebedu,Sarawak,3
ARG,Tedungan,Sarawak,3
HRV,Tanjung Pengelih,Johor,3
MKD,LTA Subang Terminal 3,Selangor,3
KOR,Pelabuhan Kuantan,Pahang,3
UKR,Jeti Tioman,Pahang,3
OMN,Tedungan,Sarawak,3
MLI,Gelang Patah,Johor,3
CMR,LTA Kuching,Sarawak,3
CMR,Sungai Tujuh,Sarawak,3
LBY,Pelabuhan Klang Barat - SCT,Selangor,3
LBY,Pelabuhan Tanjung Pelepas,Johor,3
PRT,Dermaga Tawau,Sabah,3
BGR,Rantau Panjang,Kelantan,3
UKR,Roro Labuan,Labuan,3
JAM,Dermaga Labuan,Labuan,3
JOR,Wang Kelian,Perlis,3
LBN,Woodlands Train Checkpoint,Singapore,3
SSD,Bangunan Sultan Iskandar,Johor,3
SSD,LTA Subang Terminal 3,Selangor,3
HRV,Tanjung Lembung,Kedah,3
SRB,LTA Sultan Ismail Senai,Johor,3
SRB,Padang Besar,Perlis,3
SRB,Pelabuhan Tanjung Pelepas,Johor,3
AUS,Dermaga Sandakan,Sabah,3
BHR,LTA Kota Kinabalu,Sabah,3
BGR,Pandaruan,Sarawak,3
CHE,Biawak,Sarawak,3
LBY,LTA Subang Terminal 3,Selangor,3
ARM,LTA Subang Terminal 3,Selangor,3
CIV,LTA Langkawi,Kedah,3
MLT,LTA Subang Terminal 3,Selangor,3
MCO,LTA Langkawi,Kedah,3
MAR,Pandaruan,Sarawak,3
SOM,Bukit Kayu Hitam,Kedah,3
KWT,LTA Kuching,Sarawak,3
BRA,Tebedu,Sarawak,3
BRA,LT Sandakan,Sabah,3
UKR,Dermaga Tawau,Sabah,3
UKR,Jeti Pasir Gudang,Johor,3
GEO,LTA Kota Kinabalu,Sabah,3
KAZ,Pelabuhan Klang Barat - SCT,Selangor,3
YEM,LT Bintulu,Sarawak,3
PHL,LTA Kuala Terengganu,Terengganu,3
BLR,Pos Imigresen Mengkalap,Sarawak,3
BLR,Stulang Laut,Johor,3
ATG,Pelabuhan Klang Barat - KMT,Selangor,3
ATG,Tanjung Pengelih,Johor,3
CUB,LTA Kota Kinabalu,Sabah,3
CUB,LTA Langkawi,Kedah,3
MLT,Sungai Tujuh,Sarawak,3
MLT,Woodlands Train Checkpoint,Singapore,3
HUN,LTA Kuantan,Pahang,3
UZB,Terminal Feri Puteri Harbour,Johor,3
TUR,Pengkalan Hulu (Bukit Berapit),Perak,3
VNM,Jeti Port Dickson,Negeri_Sembilan,3
ITA,LTA Sultan Ismail,Kelantan,3
ITA,Pasir Gudang,Johor,3
ITA,Tanjung Lembung,Kedah,3
BTN,LTA Kota Kinabalu,Sabah,3
BTN,LTA Subang Terminal 3,Selangor,3
XXX,Pelabuhan Klang Barat - KMT,Selangor,3
PAK,ICQ Durian Burung,Kedah,3
DNK,ICQ Durian Burung,Kedah,3
MMR,Pejabat Imigresen Port Swettenham,Selangor,3
MMR,ICQ Durian Burung,Kedah,3
MAC,Bangunan Sultan Iskandar,Johor,3
AUS,Pelabuhan Kemaman,Terengganu,3
AUT,ICQS Kudat,Sabah,3
AUT,Jeti Port Dickson,Negeri_Sembilan,3
AUT,Jeti Tioman,Pahang,3
AUT,LT Sibu,Sarawak,3
AUT,LT Tawau,Sabah,3
PSE,Pelabuhan Melaka,Melaka,3
BGR,Pelabuhan Klang Utara,Selangor,3
BGR,Dermaga Labuan,Labuan,3
ESP,Pengkalan Hulu (Bukit Berapit),Perak,3
LKA,LT Sibu,Sarawak,3
NIC,Bukit Kayu Hitam,Kedah,3
ISL,Woodlands Train Checkpoint,Singapore,3
BOL,LTA Sultan Ismail Senai,Johor,3
PAK,Pelabuhan Klang Utara,Selangor,3
TTO,LT Miri,Sarawak,3
DNK,LT Tawau,Sabah,3
IDN,Tanjung Lembung,Kedah,3
FRA,ICQ Durian Burung,Kedah,3
MMR,Telaga Harbour Park,Kedah,3
MMR,LTA Sultan Ismail,Kelantan,3
LVA,Pejabat Imigresen Desaru Coast,Johor,3
LVA,Pelabuhan Klang Barat - KMT,Selangor,3
LUX,Pelabuhan Klang Utara,Selangor,3
ITA,ICQ Durian Burung,Kedah,3
PSE,Pos Imigresen Mengkalap,Sarawak,3
NGA,LTA Sultan Ismail Senai,Johor,3
NAM,LTA Kuching,Sarawak,3
PSE,LTA Kuching,Sarawak,3
PSE,LTA Subang Terminal 3,Selangor,3
PSE,Padang Besar,Perlis,3
AZE,Pelabuhan Tanjung Pelepas,Johor,3
MNE,LTA Subang Terminal 3,Selangor,3
MMR,Pengkalan Kubur,Kelantan,3
CHN,Dermaga Kastam Limbang,Sarawak,3
NPL,LTA Ipoh,Perak,3
TJK,Padang Besar,Perlis,3
TJK,Terminal Feri Puteri Harbour,Johor,3
BGD,Pelabuhan Kuantan,Pahang,3
BGD,Pengkalan Hulu (Bukit Berapit),Perak,3
TUR,Dermaga Labuan,Labuan,3
TUR,Dermaga Tawau,Sabah,3
CHL,LT Miri,Sarawak,3
XXX,Pasir Gudang,Johor,3
KWT,Rantau Panjang,Kelantan,3
KHM,Dermaga Labuan,Labuan,3
KEN,Pelabuhan Klang Barat - SCT,Selangor,3
KEN,Wang Kelian,Perlis,3
DZA,Telaga Harbour Park,Kedah,3
SDN,Pandaruan,Sarawak,3
SEN,Bukit Kayu Hitam,Kedah,3
SDN,LTA Kuching,Sarawak,3
VEN,Woodlands Train Checkpoint,Singapore,3
KEN,LTA Sultan Ismail Senai,Johor,3
KAZ,Tanjung Pengelih,Johor,3
PHL,LT Batu Berendam,Melaka,3
KEN,LT Sandakan,Sabah,3
KEN,LT Sibu,Sarawak,3
SDN,LTA Subang Terminal 3,Selangor,3
BEL,Pelabuhan Klang Utara,Selangor,3
BEL,Dermaga Tawau,Sabah,3
IRL,LT Tawau,Sabah,3
IOT,LTA Bayan Lepas,Pulau_Pinang,3
FIN,Pengkalan Kubur,Kelantan,3
MNP,LTA Kuala Lumpur Terminal 1,Selangor,3
MNG,Jeti Kuah Langkawi,Kedah,3
MNG,Pelabuhan Klang Barat - KMT,Selangor,3
MNE,LT Bintulu,Sarawak,3
IRL,Jeti Pasir Gudang,Johor,3
BEL,LTA Sultan Ismail,Kelantan,3
BOL,LTA Ipoh,Perak,3
ROU,Pelabuhan Kuantan,Pahang,3
TUR,Jeti Tioman,Pahang,3
LKA,LTA Kuantan,Pahang,3
BGD,Pasir Gudang,Johor,3
QAT,Padang Besar,Perlis,3
EST,Pelabuhan Tanjung Pelepas,Johor,3
BLR,Tedungan,Sarawak,3
BOL,LTA Kota Kinabalu,Sabah,3
ECU,Jeti Kuah Langkawi,Kedah,3
UKR,LT Sandakan,Sabah,3
NPL,LT Tawau,Sabah,3
MNG,Sungai Tujuh,Sarawak,3
VEN,Bukit Kayu Hitam,Kedah,3
FIN,Jeti Pasir Gudang,Johor,3
FIN,Jeti Port Dickson,Negeri_Sembilan,3
TJK,LTA Langkawi,Kedah,3
SAU,Dermaga Labuan,Labuan,3
RUS,Pos Imigresen Bukit Bunga,Kelantan,3
RUS,Tanjung Belungkor,Johor,3
ECU,Telaga Harbour Park,Kedah,3
TON,Bangunan Sultan Iskandar,Johor,3
PER,Rantau Panjang,Kelantan,3
IRQ,LTA Kuching,Sarawak,3
IRQ,Padang Besar,Perlis,3
ROU,Pejabat Imigresen Port Swettenham,Selangor,3
IRN,Jeti Pasir Gudang,Johor,3
IRN,LT Bintulu,Sarawak,3
TWN,Lubok Antu,Sarawak,3
MRT,Bukit Kayu Hitam,Kedah,3
YEM,Telaga Harbour Park,Kedah,3
IRN,Pelabuhan Klang Utara,Selangor,3
IRN,Pengkalan Hulu (Bukit Berapit),Perak,3
IRN,Rantau Panjang,Kelantan,3
NOR,Pengkalan Kubur,Kelantan,3
XXX,Biawak,Sarawak,3
LTU,Tanjung Belungkor,Johor,3
BGD,LT Sibu,Sarawak,3
CZE,Pengkalan Hulu (Bukit Berapit),Perak,3
CZE,LT Sandakan,Sabah,3
CYP,Wang Kelian,Perlis,3
IRN,Pasir Gudang,Johor,3
BEN,LTA Ipoh,Perak,3
ROU,Terminal Feri Puteri Harbour,Johor,3
LAO,Pandaruan,Sarawak,3
TZA,Woodlands Train Checkpoint,Singapore,3
PER,LTA Ipoh,Perak,3
BLZ,Sungai Tujuh,Sarawak,3
BOL,Bukit Kayu Hitam,Kedah,3
EST,Terminal Feri Puteri Harbour,Johor,3
LTU,Pejabat Imigresen Desaru Coast,Johor,3
ZWE,LTA Sultan Ismail,Kelantan,3
AFG,LTA Langkawi,Kedah,3
ZWE,Woodlands Train Checkpoint,Singapore,3
MDV,Telaga Harbour Park,Kedah,3
MDV,LT Miri,Sarawak,3
MDG,Jeti Kuah Langkawi,Kedah,3
GRC,Terminal Feri Puteri Harbour,Johor,3
AND,Bangunan Sultan Iskandar,Johor,3
TCD,Padang Besar,Perlis,3
VNM,Terminal Feri Minyak Beku,Johor,3
ALB,Sungai Tujuh,Sarawak,3
SYR,Stulang Laut,Johor,3
ZWE,Dermaga Kota Kinabalu,Sabah,2
SYR,Pelabuhan Klang Barat - SCT,Selangor,2
AND,Padang Besar,Perlis,2
LAO,Jeti Kukup,Johor,2
LBN,Jeti Kuah Langkawi,Kedah,2
LBN,LT Miri,Sarawak,2
JPN,Lubok Antu,Sarawak,2
JPN,Merapok,Sabah,2
PLW,LTA Bayan Lepas,Pulau_Pinang,2
PLW,LTA Subang Terminal 3,Selangor,2
PNG,Bukit Kayu Hitam,Kedah,2
AFG,LTA Kuching,Sarawak,2
AIA,LTA Kuala Lumpur Terminal 1,Selangor,2
TCD,LTA Subang Terminal 3,Selangor,2
SWE,Pelabuhan Klang Utara,Selangor,2
GMB,LTA Sultan Ismail Senai,Johor,2
GMB,Rantau Panjang,Kelantan,2
GMB,Sungai Tujuh,Sarawak,2
LSO,Gelang Patah,Johor,2
CZE,Roro Labuan,Labuan,2
LKA,Pelabuhan Melaka,Melaka,2
IRN,Pandaruan,Sarawak,2
BEN,LTA Bayan Lepas,Pulau_Pinang,2
NOR,Roro Labuan,Labuan,2
NOR,Tebedu,Sarawak,2
TZA,Wang Kelian,Perlis,2
PER,Jeti Tioman,Pahang,2
PER,LT Sandakan,Sabah,2
CUB,Telaga Harbour Park,Kedah,2
CYP,Bukit Kayu Hitam,Kedah,2
LTU,Pelabuhan Klang Barat - KMT,Selangor,2
MUS,LT Sibu,Sarawak,2
MDV,Jeti Kuah Langkawi,Kedah,2
MDV,LT Sibu,Sarawak,2
ECU,Pejabat Imigresen Desaru Coast,Johor,2
TLS,Terminal Feri Puteri Harbour,Johor,2
TON,Gelang Patah,Johor,2
PER,Pelabuhan Klang Barat - SCT,Selangor,2
PER,Stulang Laut,Johor,2
URY,LTA Ipoh,Perak,2
IRQ,Pelabuhan Klang Barat - KMT,Selangor,2
IRN,LT Sandakan,Sabah,2
LTU,Tanjung Pengelih,Johor,2
TUR,Pasir Gudang,Johor,2
CHL,Pelabuhan Melaka,Melaka,2
CRI,Tedungan,Sarawak,2
CRI,Telaga Harbour Park,Kedah,2
NPL,LTA Kuantan,Pahang,2
LTU,Tanjung Lembung,Kedah,2
MUS,Rantau Panjang,Kelantan,2
LUX,LT Miri,Sarawak,2
LUX,LTA Ipoh,Perak,2
LTU,Pengkalan Kubur,Kelantan,2
CHL,Pengkalan Kubur,Kelantan,2
MNG,Pengkalan Hulu (Bukit Berapit),Perak,2
MNG,Pengkalan Kubur,Kelantan,2
IRL,LTA Kuala Terengganu,Terengganu,2
VEN,Dermaga Labuan,Labuan,2
FIN,Dermaga Sandakan,Sabah,2
IRL,Lumut,Perak,2
TJK,LTA Subang Terminal 3,Selangor,2
ZAF,Jeti Pasir Gudang,Johor,2
ETH,Pelabuhan Klang Barat - SCT,Selangor,2
RUS,ICQ Durian Burung,Kedah,2
KEN,LTA Ipoh,Perak,2
ECU,Padang Besar,Perlis,2
ROU,Jeti Port Dickson,Negeri_Sembilan,2
CHE,Roro Labuan,Labuan,2
CZE,Pelabuhan Melaka,Melaka,2
LKA,LTA Sultan Ismail,Kelantan,2
ROU,Jeti Tioman,Pahang,2
ROU,LTA Kuantan,Pahang,2
QAT,Pejabat Imigresen Desaru Coast,Johor,2
EST,Pelabuhan Klang Barat - SCT,Selangor,2
BLR,Tanjung Belungkor,Johor,2
ECU,LTA Ipoh,Perak,2
BOL,LTA Kuching,Sarawak,2
BOL,LTA Langkawi,Kedah,2
PAN,LTA Kuching,Sarawak,2
PAN,Padang Besar,Perlis,2
PAN,Woodlands Train Checkpoint,Singapore,2
NPL,Tanjung Belungkor,Johor,2
FIN,Tanjung Lembung,Kedah,2
FIN,LTA Sultan Ismail,Kelantan,2
SAU,Pos Imigresen Bukit Bunga,Kelantan,2
SAU,Tebedu,Sarawak,2
SAU,Jeti Pasir Gudang,Johor,2
SAU,LT Batu Berendam,Melaka,2
FIN,Pelabuhan Tanjung Pelepas,Johor,2
VCT,Bangunan Sultan Iskandar,Johor,2
VCT,LTA Langkawi,Kedah,2
URY,Rantau Panjang,Kelantan,2
MOZ,LT Miri,Sarawak,2
SAU,LTA Sultan Ismail,Kelantan,2
BEL,Lumut,Perak,2
IRL,Pejabat Imigresen Port Swettenham,Selangor,2
FIN,Pelabuhan Kuching,Sarawak,2
FIN,Pelabuhan Melaka,Melaka,2
DZA,Tedungan,Sarawak,2
SEN,LTA Kota Kinabalu,Sabah,2
SDN,Dermaga Labuan,Labuan,2
KAZ,Tanjung Lembung,Kedah,2
BLZ,LTA Bayan Lepas,Pulau_Pinang,2
TLS,Tanjung Pengelih,Johor,2
UKR,LTA Sultan Ismail,Kelantan,2
KEN,LT Miri,Sarawak,2
EST,Tedungan,Sarawak,2
ISL,Lumut,Perak,2
ISL,Padang Besar,Perlis,2
UKR,Tanjung Pengelih,Johor,2
ROU,Dermaga Labuan,Labuan,2
BEL,Jeti Kuala Perlis,Perlis,2
BEL,Jeti Pasir Gudang,Johor,2
IRL,LT Bintulu,Sarawak,2
MNE,Pasir Gudang,Johor,2
CHN,Dermaga Sandakan,Sabah,2
FJI,LTA Sultan Ismail Senai,Johor,2
ROU,Dermaga Sandakan,Sabah,2
ROU,Dermaga Tawau,Sabah,2
TKL,LTA Kuala Lumpur Terminal 2,Selangor,2
NAM,Pelabuhan Klang Barat - SCT,Selangor,2
NER,Bangunan Sultan Iskandar,Johor,2
TUR,Biawak,Sarawak,2
CHL,LT Bintulu,Sarawak,2
CHE,Pelabuhan Tanjung Pelepas,Johor,2
TWN,Pengkalan Kubur,Kelantan,2
XXX,LTA Kuantan,Pahang,2
BTN,Woodlands Train Checkpoint,Singapore,2
KHM,Biawak,Sarawak,2
KEN,Rantau Panjang,Kelantan,2
BGD,Tanjung Belungkor,Johor,2
TKM,LTA Langkawi,Kedah,2
NGA,Padang Besar,Perlis,2
NAM,LTA Langkawi,Kedah,2
NAM,Padang Besar,Perlis,2
LIE,Telaga Harbour Park,Kedah,2
LKA,Dermaga Tawau,Sabah,2
DEU,LT Sibu,Sarawak,2
